"","merged.pos","mean.1A","mean.1B","mean.3A","mean.tvs.1A","mean.tvs.1B","mean.tvs.3A","mean.all.1A","mean.all.1B","mean.all.3A","depth.1A","depth.1B","depth.3A"
"2212",2212,0.00215432439028339,0.00315106131762368,0.00273484301070718,0.00150795121449418,0.000326243073888536,0.0179324146840779,0.00366227560086695,0.00347730439151222,0.020667257694785,1430939,212337,123563
"2213",2213,0.027059280210133,0.00274825291098064,0.00525013836161907,0.000275946136471103,0.000271871788025468,0.000248038533761447,0.0273352263741322,0.0030201246990061,0.00549817689538051,1427382,213053,124163
"2214",2214,0.00198946199625842,0.00235799931270856,0.00317029393113736,0.00094670173058375,0.00135766779238392,0.00114956391897292,0.0029361637212242,0.00371566710509248,0.00431985785011028,1425240,213469,125239
"2215",2215,0.00115910367046548,0.00159929599541213,0.00159528311604967,0.00125797223118388,0.00147738963398492,0.00103472031748675,0.00241707590614375,0.00307668562939704,0.00263000343353642,1427581,214329,125085
"2216",2216,0.0191209116049374,0.00355688158624226,0.020844580256724,0.0037704890871731,0.00194851469038288,0.00138092322332911,0.0228914006977285,0.00550539627662514,0.0222255034800531,1424038,214555,124894
"2217",2217,0.00457070999719095,0.00450728753299002,0.00436621827863384,0.001430437578198,0.00176820066447353,0.000579906041729838,0.00600114758100693,0.00627548819746355,0.00494612432036368,1397867,212249,119262
"2218",2218,0.00178503457007019,0.0024222410044873,0.00185894656126608,0.000281095585094473,0.000365764505907791,0.000229108538738794,0.00206613015348868,0.00278800551039509,0.00208805510000488,1444670,215899,125625
"2219",2219,0.0304556098980361,0.00677346567847528,0.02001919422682,0.000330205767813685,0.00021665702505123,0.000410261485644585,0.0307858156373581,0.00699012270352652,0.0204294557124645,1446765,216611,124522
"2220",2220,0.00345767680011508,0.00401693508837174,0.00367217385045914,0.000601715272600892,0.000817208316531192,0.000521184082227654,0.00405939206822159,0.00483414340490293,0.0041933579326868,1444554,222139,124295
"2221",2221,0.00237123738414304,0.00192795454560218,0.00193190885343076,0.000209327999626495,0.000143976935157382,0.000153898686877482,0.00258056538433133,0.00207193148075956,0.00208580754030824,1448001,223497,125629
"2222",2222,0.0212545936430066,0.0156271895108747,0.00624553495510441,0.00128069303725916,0.00113145491595339,0.00163078876464282,0.0225352866690298,0.0167586444268281,0.00787632371974723,1437158,222340,124205
"2223",2223,0.0342347136949852,0.00242693338920149,0.0128574493964572,0.00630663552732727,0.00897421253141329,0.00239128421046348,0.040541349245908,0.0114011459206148,0.0152487336069207,1446034,223946,125537
"2224",2224,0.0091024466874667,0.0466042951626903,0.00464868951733928,0.00066358245945745,0.000894332448140728,0.000559184667473424,0.00976602915141853,0.0474986276108309,0.0052078741848127,1434419,222449,124240
"2225",2225,0.00277286946040809,0.00567024640079018,0.0107093846933263,0.000939951704756201,0.00191560299441277,0.00109034815385594,0.00371282116516429,0.00758584939520294,0.0117997328471822,1439906,220188,123828
"2226",2226,0.00385869884509741,0.00461920946887459,0.00430446545025498,0.000908393622385041,0.0012601893875677,0.000650277526662092,0.00476709246748245,0.00587939885644229,0.00495474297691707,1442511,222948,125059
"2227",2227,0.00272534103390088,0.00318479043250864,0.00297203277114046,0.000419336376655068,0.000385522026165779,0.000424861948936776,0.00314467741280314,0.00357031245867442,0.00339689472007724,1416939,220861,122555
"2228",2228,0.0193904272853966,0.00544813942507535,0.0212038933162453,0.000369176642444311,0.000198323599646665,0.000808535653000561,0.0197596038982319,0.00564646302472202,0.0220124289692458,1440247,224198,123514
"2229",2229,0.00349181173030893,0.00550366134079789,0.00238941974877669,0.00084566703679293,0.000685986065561554,0.000959836779116453,0.00433747876991085,0.00618964740635944,0.00334925652789315,1398787,223000,121625
"2230",2230,0.00274180925377838,0.00400944396404574,0.00380838903565214,0.00378212681863756,0.000784050113737421,0.00765056982372308,0.00652393607297774,0.00479349407778316,0.0114589588593752,1403640,223178,122590
"2231",2231,0.013005634630464,0.0236298337049361,0.028269724243467,0.000218814062327927,0.000700447321146243,0.0003166463067461,0.0132244486941964,0.0243302810260824,0.0285863705502131,1389560,222080,118083
"2232",2232,0.00458212304673213,0.00375321301033679,0.00464383031625932,0.00345377885661773,0.000600921367067508,0.000805974162329331,0.00803590190447346,0.0043541343774043,0.00544980447858865,1397037,222561,121885
"2233",2233,0.00189738468738988,0.00152792411547088,0.00221111964296118,0.000651398525465483,0.000284742486316894,0.000534727886057564,0.00254878320982166,0.00181266660178777,0.00274584752901874,1407667,223700,122132
"2234",2234,0.0137844702450017,0.00852558435875986,0.0070829699759794,0.00131999009363087,0.00115975724779015,0.00120061526317501,0.0151044603330146,0.00968534160655001,0.00828358523915441,1395472,223294,120999
"2235",2235,0.0171908862178917,0.0373528671860692,0.0111138746344116,0.00945778648897633,0.000978427220358491,0.00141187636266086,0.0266486727012501,0.0383312944064277,0.0125257509970725,1397070,223083,120830
"2236",2236,0.00739408413785273,0.0366793685427643,0.00329906409308838,0.00230617837055271,0.000294363268047699,0.000688337103894601,0.00970026251009083,0.036973731810812,0.00398740119698299,1390784,222690,120395
"2237",2237,0.0141125260544538,0.0272404891347887,0.0105262973738566,0.00769284265182006,0.000746926080912475,0.00180329987092592,0.0218053689703188,0.0279874152157011,0.0123295972447825,1395794,223002,120433
"2238",2238,0.0044040960810745,0.00490698285357747,0.00879586439500651,0.000824992606510313,0.000911484626492484,0.000434060501616462,0.00522908868814661,0.00581846748006996,0.00922992489662298,1400199,223259,119609
"2239",2239,0.00492169122191502,0.00394785311249008,0.00492864291530976,0.000722220477909174,0.000329300932672851,0.00118158676893175,0.00564391170319498,0.00427715404516292,0.00611022968424152,1395153,223533,118163
"2240",2240,0.0269952750204418,0.0115819219322269,0.00943303280562432,0.000978751052554238,0.000608224351933489,0.00101383289411484,0.0279740260673781,0.0121901462841603,0.0104468656997392,1385134,221144,116723
"2241",2241,0.0030184898124933,0.0032118423746219,0.0041399453110205,0.000756618911305273,0.00490226561604483,0.000952933011509248,0.00377510872379857,0.00811410799066673,0.00509287832252975,1383709,221708,111857
"2242",2242,0.0047189241131091,0.00553508165026522,0.0129761283749993,0.00217139437383487,0.00109590218614175,0.00107528858091523,0.00689031848357319,0.00663098383640697,0.0140514169559145,1376411,222130,114485
"2243",2243,0.0207962256368513,0.0117593881901989,0.00997111538216572,0.00405971522905519,0.000803032113029589,0.000834144526777858,0.0248559409035469,0.0125624203032285,0.0108052599089436,1375634,222521,114457
"2244",2244,0.0167280954508085,0.00237825089102329,0.00121134673276984,0.000216513433498915,0.000119737347213696,0.00036228749405831,0.01694460888824,0.00249798823823698,0.00157363422682815,1371489,222317,113848
"2245",2245,0.00417057820586416,0.00361050734163443,0.00330928830882523,0.000406565326533233,0.000486844921105401,0.000444419984693581,0.0045771435290266,0.00409735226273983,0.00375370829351881,1365213,220759,113244
"2246",2246,0.00450086119074738,0.0104036925793048,0.00162675055699862,0.00165519838935985,0.00059882007701851,0.000628249650219011,0.00615605958010724,0.0110025126563233,0.00225500020721763,1359987,218989,111624
"2247",2247,0.00553111618080522,0.00458972508139678,0.00632022359072778,0.0018774439211365,0.00127485748719074,0.00125408937450921,0.00740856009632373,0.00586458256858752,0.00757431296523699,1361368,219399,112496
"2248",2248,0.00118918066073627,0.000911722551249073,0.00305167163544246,0.000860213159680992,0.00090931868082487,0.000914962099006303,0.00204939381479928,0.00182104123207394,0.00396663373444877,1344888,217893,112226
"2249",2249,0.0149810962497288,0.00622000579854969,0.00372587257243006,0.000729111091206526,0.000668467412615019,0.000485451693317425,0.0157102073465533,0.00688847321116471,0.00421132426574748,1351869,219738,112762
"2250",2250,0.00492942273799201,0.00555809169172408,0.00356779360001098,0.000574493821481215,0.000525517313558048,0.000559767962920826,0.00550391655947323,0.00608360900528212,0.00412756156293181,1342647,218077,111777
"2251",2251,0.00318343645762514,0.00298591832956856,0.00242116033795633,0.000552462109689277,0.000560368102924848,0.000412449066176731,0.00373589856956161,0.00354628643249341,0.00283360940413306,1300055,217634,112135
"2252",2252,0.00117151325450124,0.00105555950347101,0.000969138994934838,0.000199785638629223,0.000151118233432927,0.000203260837418561,0.00137129889240013,0.00120667773690393,0.0011723998323534,1286152,213483,110475
"2253",2253,0.00345303424417718,0.00339248839060162,0.00513277700960234,0.000478058732490671,0.000467860197203949,0.00139404307621849,0.00393109297554426,0.00386034858780557,0.00652682008582083,1295190,214398,110773
"2254",2254,0.00384046408340673,0.00312810240019207,0.00327455400182149,0.000954191612258817,0.0111472918482305,0.000621054120206853,0.00479465569791274,0.0142753942484225,0.00389560812202835,1287894,214474,110395
"2255",2255,0.0185727854380488,0.00749357826257617,0.00699925641773282,0.000328039475758996,0.00048573553717617,0.000887369678974379,0.0189008249138078,0.00797931379975234,0.0078866260967072,1282175,209577,110605
"2256",2256,0.00384738317166234,0.000989142313297018,0.000897594501666226,0.00257587119689991,0.000216097504985592,0.000420567687207477,0.00642325436856225,0.00120523981828261,0.0013181621888737,1271554,208753,110010
"2257",2257,0.003281324303529,0.00308439519546404,0.00310819587553867,0.000987882968924628,0.00101383892879176,0.000575927623313565,0.00426920727470082,0.00409823412425581,0.00368412349885223,1274308,205931,109764
"2258",2258,0.00530668162294554,0.0198191988874728,0.00280167400544194,0.00190592766227955,0.00144551633588065,0.00133102261777927,0.00721260928522509,0.0212647152233535,0.00413269662322122,1250415,204050,109796
"2259",2259,0.0016343520477311,0.00229265499430372,0.00294822988979797,0.000978681085467873,0.00152392736081337,0.000874000506870468,0.00261303313319897,0.00381658235511709,0.00382223039666844,1255951,204711,109608
"2260",2260,0.0011335907947613,0.00129244126147866,0.0019457541220006,0.00106640398517437,0.00134655523331243,0.000825730453107914,0.00219999477993567,0.00263899649479109,0.00277148457510852,1248045,203832,109089
"2261",2261,0.0250408081281379,0.00674230736298318,0.0125708851769585,0.00145908085237971,0.00702793821711303,0.000679593358801304,0.0264998890029896,0.0137702455800962,0.0132504785357598,1236960,202892,108869
"2262",2262,0.0019675760334667,0.00158977644030864,0.0018026872358902,0.0016736690328711,0.000980808389356412,0.00075719249315445,0.00364124507195577,0.00257058482966505,0.00255987972904465,1228680,202058,108848
"2263",2263,0.00147872192346005,0.00161511184782011,0.00177693658920613,0.00171789951094001,0.000460506346775067,0.000732673287538998,0.00319662144004977,0.00207561819459518,0.00250960987674513,1224927,202268,109039
"2264",2264,0.0119519875866202,0.0211681867709131,0.00211759150171596,0.00155444503299253,0.000973919526368776,0.000997047481198065,0.0135064326026636,0.0221421062972818,0.00311463898291403,1232768,203873,109481
"2265",2265,0.00805993485992346,0.00304114348449809,0.00281050361675704,0.000423996040524755,0.000288658923090583,0.000559627353635484,0.0084839309038573,0.00332980240758867,0.00337013097039252,1232909,205490,109356
"2266",2266,0.00426347043047304,0.00416566056442608,0.00365689326835243,0.000652971658648474,0.000644120569026195,0.00086160106069034,0.00491644209196242,0.00480978113345227,0.00451849432904277,1240166,206649,109629
"2267",2267,0.0147042218837542,0.0024224841347306,0.00609657692352382,0.00211766478582882,0.00117174493761544,0.000737323121501521,0.0168218866866285,0.00359422907234604,0.00683390004502534,1239577,206483,108131
"2268",2268,0.00264900700640539,0.00195621445296927,0.00160198835043732,0.00177781365871735,0.00130457784360954,0.00143802740569617,0.00442682066512274,0.00326079229657881,0.00304001575613348,1245321,207504,108949
"2269",2269,0.00384377822153021,0.00409147328901422,0.00473276412139484,0.000803646473978883,0.000557389979463797,0.00104432197475563,0.00464742469889893,0.00464886326847802,0.00577708609615048,1237235,206285,108686
"2270",2270,0.0103493125278975,0.00871617046563214,0.0349557673638813,0.000454602598947044,0.00039526184509357,0.000431905682143249,0.0108039153599906,0.0091114323107257,0.0353876730460245,1250206,207723,108458
"2271",2271,0.00292130632727841,0.0025978665137099,0.00263775172593637,0.000277357004551912,0.000274695239070588,0.000191926118779286,0.00319866332845954,0.00287256175278049,0.00282967784471566,1252726,208969,108496
"2272",2272,0.0037167407513669,0.00421605403203673,0.00708864359427909,0.000548651871059629,0.000783905874059466,0.000494008087300412,0.00426539262411192,0.0049999599060962,0.00758265168157952,1252492,208167,107847
"2273",2273,0.00918178703265635,0.00472801255939361,0.00669156136126444,0.000131289311816649,0.000149465780389423,0.000233314136034134,0.00931307634559032,0.00487747833978304,0.00692487549729858,1259861,209858,107566
"2274",2274,0.00464790720811098,0.00408377096381489,0.00515535820797282,0.00203822281360679,0.00191020994622022,0.00118596548993912,0.00668613002171777,0.00599398091003511,0.00634132369791194,1260901,209063,107621
"2275",2275,0.00119479379332547,0.00157188375312185,0.0121768126787249,0.00091365489432394,0.000845172696531054,0.000749946974579012,0.0021084486898966,0.0024170564496529,0.0129267596533039,1258139,207313,107748
"2276",2276,0.00785151830255112,0.00387884239180185,0.00634703330853337,0.000381513891567126,0.000399980764481083,0.00069834863709842,0.00823303219130926,0.00427882315628293,0.00704538194563181,1255749,206897,107879
"2277",2277,0.0131334434681137,0.00160902618433472,0.00529514639850842,0.000727535267770675,0.000649113116398928,0.000970204923158852,0.0138609787358844,0.00225813930073365,0.00626535132166727,1253635,206409,107391
"2278",2278,0.00332782326651484,0.00451911103080081,0.00271430425330836,0.00122301814097586,0.000763070946577471,0.000483830863287603,0.00455084140636711,0.00528218197737828,0.00319813511659597,1260188,205256,107101
"2279",2279,0.00791284402736606,0.0266370742997121,0.0101365758782706,0.00087333521187966,0.00127977971590895,0.000664918934935734,0.0087861792414929,0.0279168540156211,0.0108014948132063,1227491,205101,107143
"2280",2280,0.00837188741592386,0.0442697103713518,0.0218064435209658,0.00260061465098462,0.000957697556401614,0.00325442286117491,0.0109725020708411,0.0452274079277534,0.0250608663821407,1230154,204301,106509
"2281",2281,0.00979729955026,0.0438713720411156,0.00285106724154716,0.00438606662179934,0.00125388502709183,0.0164979698633114,0.0141833661759919,0.0451252570682074,0.0193490371048585,1244199,204272,108117
"2282",2282,0.0168447674321084,0.00554343943771785,0.0204490435183263,0.012784098102439,0.0007106392294162,0.000690990256373962,0.0296288655238733,0.00625407866713405,0.0211400337747003,1244316,205084,108330
"2283",2283,0.00248691907353621,0.00274979694306999,0.00349725534817047,0.00032356243382844,0.000589278014642237,0.000962178780927062,0.00281048150264555,0.00333907495771223,0.00445943412909753,1238467,204766,108379
"2284",2284,0.0128685886451403,0.00227466446011846,0.00189386248957988,0.000426140487124713,0.00034595416514321,0.000507003493288529,0.0132947291384448,0.00262061862526167,0.00240086598286841,1237048,204374,108353
"2285",2285,0.0293691492033254,0.0141494747912477,0.0240894154173863,0.00301729057765064,0.00292025396675336,0.00095704902400444,0.032386439786594,0.017069728758001,0.0250464644413908,1241731,204206,108616
"2286",2286,0.00232481020691323,0.00293194735226337,0.00267763725718248,0.000462941066585534,0.000499555620994125,0.000350393440637523,0.00278775127574595,0.00343150297325749,0.00302803069782001,1243684,205218,108929
"2287",2287,0.00283153659089185,0.00183902616008562,0.0021812701512241,0.000406190172517945,0.000595836379627154,0.00045529166463506,0.00323772676060081,0.00243486253971277,0.00263656181585916,1244840,206428,109315
"2288",2288,0.0166462536351983,0.0389354814257473,0.0103100638633787,0.00437527033770918,0.00199172340306844,0.00129440303408267,0.0210215239729075,0.0409272048288157,0.0116044668974614,1246423,208872,110713
"2289",2289,0.00553132468466782,0.00531311644694082,0.00529717523206905,0.00231822002601221,0.00166980222595534,0.00209088122270824,0.00784954472191599,0.00698291867289616,0.00738805645477729,1250789,209324,110964
"2290",2290,0.00278520694743866,0.00237184529681123,0.00267309275718298,0.000277938458898534,0.000242081348216643,0.000313420214996306,0.00306314540414618,0.00261392664502788,0.00298651297217929,1241554,209227,110349
"2291",2291,0.0161837236905761,0.0156228077751688,0.00679057137768253,0.000207108763178864,0.000239136603634786,0.000278783505802194,0.0163908322783359,0.0158619443788035,0.00706935488348472,1250260,210696,110782
"2292",2292,0.00417500152020623,0.00441927675317822,0.00525996540891853,0.00134790438624894,0.00118113223411737,0.00166777252080149,0.00552290591207314,0.0056004089872956,0.00692773792972001,1250485,210896,111180
"2293",2293,0.00651202081856419,0.0039967537778399,0.00470974438665805,0.000693078182519932,0.000783398434499879,0.000792839588439866,0.00720509898376569,0.00478015221233978,0.00550258397509792,1251421,211547,110995
"2294",2294,0.0142378999962062,0.032571328550439,0.00360465042643329,0.000255861496513828,0.000787605439835168,0.000215130017235863,0.0144937614748429,0.0333589339902742,0.00381978044366916,1249675,211638,111160
"2295",2295,0.00334802687548052,0.00384430481385598,0.00360098037891731,0.00146616141173701,0.00148752196669234,0.00118404149499754,0.00481418829058831,0.00533182678054831,0.00478502187391485,1237455,209915,109985
"2296",2296,0.00161546048928505,0.00209276764901631,0.00161811278491132,0.000945916361722484,0.000987158414421841,0.000542368790997227,0.00256137685100754,0.00307992606343816,0.00216048157590855,1240086,211048,110337
"2297",2297,0.00111118804333833,0.00104773050815575,0.00141253562355964,0.000924886809033715,0.00153303297388698,0.000889765297611047,0.00203607485461923,0.00258076348204272,0.00230230092117069,1236597,210727,111072
"2298",2298,0.00600302476498559,0.00476729032678323,0.00457142227771037,0.000883713242980243,0.000633454448748384,0.000628362169551754,0.00688673800908943,0.00540074477553162,0.00519978444726213,1233695,209845,110757
"2299",2299,0.00210503917744034,0.00220010249417773,0.00189870665692055,0.000173500714459133,0.000129599767288272,0.000316157279171254,0.00227853989302307,0.00232970226146601,0.00221486393609181,1233428,208212,108516
"2300",2300,0.0118289748164182,0.0107275806672739,0.00526614225585151,0.0005366831869753,0.000956882345434005,0.000655555216298632,0.0123656580163148,0.0116844630127079,0.00592169747215014,1227247,207832,108030
"2301",2301,0.00726591203169912,0.00172589220271332,0.00315921252482071,0.00135392607134092,0.00107878018929347,0.00134625130831209,0.00861983810079285,0.00280467239200678,0.0045054638331328,1222432,208468,106871
"2302",2302,0.00247131791094625,0.0021235663574129,0.00154994497909438,0.0015192077346695,0.00136732195670388,0.000855351471269948,0.00399052563999777,0.00349088831411678,0.00240529645036433,1221371,209030,107032
"2303",2303,0.00956556362587308,0.0160245521532834,0.0104605526182677,0.00196999292202619,0.00143187205889797,0.000944357078431242,0.0115355565535172,0.0174564242121814,0.0114049096966989,1220798,207765,107147
"2304",2304,0.00352671800969723,0.00137788131904741,0.00210395077747682,0.00150882349804792,0.000930977449011309,0.00116116172901509,0.00503554150212716,0.00230885876805871,0.00326511250649192,1218266,208204,107062
"2305",2305,0.00325381534212671,0.00124711919768951,0.0028976028145308,0.00058429918170704,0.00105306558858666,0.00095758347564725,0.00383811452271016,0.00230018478627617,0.00385518629017805,1217354,207881,106551
"2306",2306,0.015612132775925,0.0260396616673758,0.00307942864577173,0.00115707158988401,0.00450230882258536,0.000649902969047055,0.0167692043641236,0.0305419704899611,0.00372933161481878,1210676,205534,105678
"2307",2307,0.00238794102605086,0.00156114535269534,0.00202811549378138,0.00174431293957643,0.00137269067736744,0.0019821118372661,0.00413225397124527,0.00293383603006278,0.00401022733104748,1208624,205779,105815
"2308",2308,0.00464156211328655,0.00554258342672778,0.00552723590720894,0.000963268706873539,0.00100125315596076,0.00121849387954145,0.00560483082072189,0.00654383658268854,0.00674572978675038,1204352,204726,105326
"2309",2309,0.0345644737841273,0.00229459200930406,0.00822634635915003,0.00214749520325353,0.000380449344055439,0.000577654214078914,0.0367119689913134,0.0026750413533595,0.00880400057322893,1202716,205721,105326
"2310",2310,0.00283862641243825,0.00328646188754878,0.00741458213341935,0.000353382511844989,0.000509703941965835,0.00139248672908074,0.00319200892490121,0.00379616582951462,0.00880706886250009,1203199,205981,106364
"2311",2311,0.00218451409717196,0.0022157649318927,0.00247178495234384,0.000376970638574243,0.000267863843028782,0.000417858125349543,0.00256148473484733,0.00248362877492148,0.00288964307769338,1205599,207438,106381
"2312",2312,0.030155711959387,0.00927489045342472,0.0163968033637183,0.00454483291619045,0.00270287423937485,0.000661255851424683,0.0347005450587235,0.0119777646927996,0.017058059215143,1204555,207792,106666
"2313",2313,0.00442627067484934,0.00477992645273568,0.00485400447128123,0.00105977983320946,0.00141555086094153,0.000959274512388678,0.0054860505080588,0.00619547731367721,0.00581327898366991,1207267,208353,106459
"2314",2314,0.00184939965341609,0.00162274133264995,0.00234430896997336,0.000187150720642807,0.000169799291066124,0.000353019034137395,0.00203655037051958,0.00179254062371607,0.00269732800411076,1207983,208773,106745
"2315",2315,0.0307127275013283,0.102247999410979,0.0371370782780148,0.000688685924251465,0.000553097604138808,0.000309170641762448,0.0314014134199301,0.102801097015117,0.0374462489197772,1201646,207141,106930
"2316",2316,0.0171218541355467,0.0240914389189134,0.0288695773772917,0.00161617479780135,0.00149994729855112,0.000667188736208158,0.0187380289367188,0.0255913862174645,0.0295367661134999,1205450,208243,104126
"2317",2317,0.00716265655715166,0.0075630732478444,0.0051293833815227,0.000745911005014925,0.00209762857732683,0.000672143783015053,0.00790856756775318,0.00966070182517122,0.00580152716453776,1217785,210506,105868
"2318",2318,0.0233968207875473,0.0081086156455872,0.0164462748797368,0.00156366079100902,0.000153365705475113,0.00929576751897934,0.0249604816134167,0.0082619813510623,0.0257420423987161,1216802,210334,105322
"2319",2319,0.00602062157229086,0.00734337206003893,0.0031253980586311,0.000812791512230525,0.00114192831468399,0.000370643062559048,0.00683341309569457,0.00848530037472292,0.00349604112119015,1222334,212067,106032
"2320",2320,0.00357722651498292,0.00297085615901727,0.0160810502238293,0.00113015026648612,0.00104637163284117,0.00026443769914814,0.00470737678929028,0.00401722779185843,0.0163454879229774,1213431,212007,105422
"2321",2321,0.00896482753621042,0.00272468659366072,0.0144532574963403,0.0023302150638764,0.000606547136685706,0.000487780987492031,0.0112950426034388,0.00333123373034643,0.0149410384838323,1213370,212319,107017
"2322",2322,0.00148763852888655,0.00222387071498823,0.00280071151128997,0.000696189838795999,0.000953979768704906,0.00120680411668112,0.00218382836656523,0.00317785048369313,0.00400751562797109,1215618,212998,107990
"2323",2323,0.0049791708024793,0.00503627379706486,0.00398330256511089,0.000659406556632007,0.00092217231875669,0.00090156109775029,0.00563857735966997,0.00595844611582156,0.00488486366286118,1202245,211656,106870
"2324",2324,0.0154738263512894,0.00512182943043317,0.00353966497791401,0.00873797025277172,0.000884762487500386,0.000607391437107311,0.0242117966029438,0.00600659191793356,0.00414705641502132,1210424,212258,107965
"2325",2325,0.00119222884368816,0.0020053583627951,0.00129956393094868,0.00122075883700244,0.00370104686803593,0.000542272787714469,0.00241298768851183,0.00570640523083104,0.00184183671866315,1206444,211580,107860
"2326",2326,0.00465441517879865,0.00441615776683019,0.00290265848380827,0.000432678044877353,0.000342311786473408,0.000221569267976611,0.00508709322591064,0.0047584695533036,0.00312422775178488,1204718,211525,107978
"2327",2327,0.0132515356465398,0.00267651428592668,0.0185960460537697,0.000123636338738992,0.000226331998089386,0.000282987496305211,0.0133751719852788,0.00290284628401606,0.0188790335500749,1205163,212277,108781
"2328",2328,0.00539205865602672,0.00459519706057026,0.00359689827215867,0.00324797985037601,0.00240910223476541,0.00107210918641144,0.00864003850081614,0.00700429929533567,0.0046690074585701,1204270,212584,109257
"2329",2329,0.00166213992315991,0.0010179955958059,0.00295810339896487,0.00147029228511144,0.00105479949974327,0.000453675637797661,0.00313243221051855,0.00207279509554917,0.00341177903676253,1183049,210892,109072
"2330",2330,0.0121029123876906,0.00291628808988964,0.0192743187388332,0.0012138271956243,0.00114894424507845,0.000373549558223804,0.0133167395945508,0.00406523233496809,0.019647868297057,1184325,211302,109282
"2331",2331,0.00175039937959372,0.00136560717309696,0.00199697417935861,0.00112464984484677,0.000829607514343285,0.00143428965484713,0.00287504923230566,0.00219521468744024,0.00343126383420574,1186683,211935,109515
"2332",2332,0.00573218329564421,0.00540928595893268,0.00421805608054237,0.000568274101039981,0.000503090019948731,0.000277827859188945,0.00630045739668419,0.00591237597888142,0.00449588393973132,1181765,211557,109373
"2333",2333,0.0141919873279386,0.0320973557046449,0.0111044536168764,0.000185714677238328,0.000226536930924096,0.00019863863072026,0.0143777019849522,0.0323238926355691,0.0113030922475966,1183622,210423,109479
"2334",2334,0.0052021716235778,0.00410198832560376,0.00277059985882605,0.0026231309917002,0.00152785000840903,0.000896554398914579,0.00782530262482857,0.0056298383340128,0.00366715425774063,1168542,208135,109257
"2335",2335,0.00165937729186424,0.00166433906015235,0.00241845529531753,0.000946338184539958,0.00100696645902152,0.000280684341308786,0.0026057154764042,0.00267130551917387,0.00269913963662632,1152469,210215,111112
"2336",2336,0.00486886669409513,0.0277562713782637,0.0081245708017274,0.000207802685840857,0.000516737962656639,0.0003513605499135,0.00507666938106593,0.0282730093409203,0.0084759313516409,1156067,211884,111099
"2337",2337,0.0047863948044392,0.0040540970084815,0.00597864418707963,0.000771655038691397,0.000921917244494997,0.00283279244602449,0.00555804984595545,0.0049760142529765,0.00881143663310412,1166414,212668,111283
"2338",2338,0.00147657819956285,0.00222880057561277,0.00153432090063525,0.00136177355470813,0.00138259170769311,0.000824647141516856,0.00283835175427098,0.00361139228330589,0.0023589680421521,1164821,213168,111388
"2339",2339,0.0135572948505053,0.00761099831237774,0.0285879654030823,0.00167218344330143,0.00106534456488885,0.00027096091628545,0.0152294782938068,0.0086763428772666,0.0288589263193678,1147132,209482,111294
"2340",2340,0.00248406967652216,0.00129753335249664,0.0016474559884443,0.00137331256464965,0.00174533643969088,0.00121059667201149,0.00385738223548999,0.00304286979218752,0.00285805266045579,1155604,213974,111539
"2341",2341,0.00381524201905269,0.0051439487946224,0.00351320825427168,0.00057327820667692,0.000741528069497159,0.0010126911677574,0.00438852023027506,0.00588547686411955,0.00452589942202908,1152985,213748,111678
"2342",2342,0.00881823429584083,0.0168485535862659,0.00635187242576762,0.000336070537231128,0.000312272236341072,0.000439325101863674,0.00915430483364014,0.017160825822607,0.00679119752763129,1158999,214930,111966
"2343",2343,0.00257512184020464,0.00185607189656667,0.00329774353164233,0.000328026892126811,0.00041782806751482,0.00028688923745484,0.00290314873346782,0.00227389996408149,0.00358463276909717,1159339,215348,112315
"2344",2344,0.00402153203893527,0.00467880233857543,0.00340824470660843,0.000842187643909385,0.00106611736115678,0.000938095073977916,0.00486371968227647,0.00574491969973221,0.00434633978058635,1154386,214870,111995
"2345",2345,0.0174317827623389,0.0768743322865664,0.0234749205894555,0.00125557309592417,0.000606499717894387,0.000838149845330445,0.0186873558355358,0.0774808320044609,0.0243130704347859,1158313,213836,112812
"2346",2346,0.00392523696275582,0.00271998530843232,0.00217611608877267,0.00120818971550629,0.00058617998952672,0.000161541364601564,0.00513342667543725,0.00330616529795904,0.00233765745337423,1161925,213639,112569
"2347",2347,0.00193130219029925,0.00121979006591157,0.00313291559617302,0.000691344985484361,0.000602798800923261,0.000519434790001066,0.00262264717466001,0.00182258886683483,0.00365235038617409,1158474,214600,112675
"2348",2348,0.0128630868997447,0.0460135777042873,0.00607018638292673,0.00041790232948608,0.000445405083770205,0.00158244907307139,0.0132809892342869,0.0464589827880576,0.00765263545599812,1155092,214870,112952
"2349",2349,0.00217251510455725,0.00210904356421538,0.00171748184218572,0.00098406058166299,0.00107236748193778,0.000536963282299365,0.00315657568622024,0.00318141104615316,0.00225444512448508,1152999,215140,112978
"2350",2350,0.00267922589327233,0.00271518416719732,0.00346756180618937,0.00156519247729458,0.00125162864989099,0.000798444154366087,0.00424441837056691,0.00396681281708832,0.00426600596055545,1154758,215480,113736
"2351",2351,0.0107626269934872,0.00479696270842524,0.00465628922405396,0.00236098026742328,0.000607852921318996,0.000300317747494155,0.0131236072620341,0.00540481562974424,0.00495660697154811,1152400,214940,113944
"2352",2352,0.0199117636005624,0.00283882591800974,0.00324604328034766,0.000314290457684136,0.000300607647773993,0.000269004671906218,0.0202260540552128,0.00313943356578374,0.00351504795225388,1155124,215660,114499
"2353",2353,0.00308255298936778,0.00236187133835863,0.00395659752941509,0.000898254546725673,0.000804809009631889,0.000574673168074752,0.00398080753440806,0.00316668034799052,0.00453127069748984,1158019,216133,114498
